N,topic,malfunction,cause,elimination
80,В УОИ сигнал о температуре обмоток ТА более 160°С,"Предупреждение!
(Перегрев ТА)",Неисправен датчик в ТА,"Проверить забор воздуха на охлаждение агрегата, по кадру ""Вспомогательные системы"", ""Охлаждение ТЭД и ТА"" проверить работу мотор-вентиляторов.
При неисправности преобразователя частоты А18- перейти на резервную схему."
80,В УОИ сигнал о температуре обмоток ТА более 160°С,"Предупреждение!
(Перегрев ТА)",Неисправен ТИ,"Проверить забор воздуха на охлаждение агрегата, по кадру ""Вспомогательные системы"", ""Охлаждение ТЭД и ТА"" проверить работу мотор-вентиляторов.
При неисправности преобразователя частоты А18- перейти на резервную схему."
81,В УОИ сигнал от ТП о температуре обмоток ТЭД более 150°С,"Предупреждение!
(Перегрев ТЭД1)
(Перегрев ТЭД2)
(Перегрев ТЭД3)
(Перегрев ТЭД4)
(Перегрев ТЭД5)
(Перегрев ТЭД6)",Температура больше указанного значения,"Проверить забор и подачу воздуха на охлаждение ТЭД, по кадру ""Вспомогательные системы"", ""Охлаждение ТЭД и ТА"" проверить работу мотор-вентилятора. При неисправности преобразователя частоты А7 - перейти на резервную схему."
81,В УОИ сигнал от ТП о температуре обмоток ТЭД более 150°С,"Предупреждение!
(Перегрев ТЭД1)
(Перегрев ТЭД2)
(Перегрев ТЭД3)
(Перегрев ТЭД4)
(Перегрев ТЭД5)
(Перегрев ТЭД6)",Неисправен датчик в ТЭД,"Проверить забор и подачу воздуха на охлаждение ТЭД, по кадру ""Вспомогательные системы"", ""Охлаждение ТЭД и ТА"" проверить работу мотор-вентилятора. При неисправности преобразователя частоты А7 - перейти на резервную схему."
81,В УОИ сигнал от ТП о температуре обмоток ТЭД более 150°С,"Предупреждение!
(Перегрев ТЭД1)
(Перегрев ТЭД2)
(Перегрев ТЭД3)
(Перегрев ТЭД4)
(Перегрев ТЭД5)
(Перегрев ТЭД6)",Неисправна плата ПТИ САУ ТП,"Проверить забор и подачу воздуха на охлаждение ТЭД, по кадру ""Вспомогательные системы"", ""Охлаждение ТЭД и ТА"" проверить работу мотор-вентилятора. При неисправности преобразователя частоты А7 - перейти на резервную схему."
82,В преобразователе ток на входе выпрямителя больше нормы,"Снятие/запрет схемы тяги
(Перегрузка 1-ой звезды ТГ)
(Перегрузка 2-ой звезды ТГ)",КЗ в выпрямителе или АИНах,"Повторно собрать схему тяги, следовать на более низких позициях. При повторном срабатывании выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).
Если рамыкатель не отключился, перевести секцию в ""Холостой ход""."
82,В преобразователе ток на входе выпрямителя больше нормы,"Снятие/запрет схемы тяги
(Перегрузка 1-ой звезды ТГ)
(Перегрузка 2-ой звезды ТГ)",Ложное срабатывание,"Повторно собрать схему тяги, следовать на более низких позициях. При повторном срабатывании выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).
Если рамыкатель не отключился, перевести секцию в ""Холостой ход""."
82,В преобразователе ток на входе выпрямителя больше нормы,"Снятие/запрет схемы тяги
(Перегрузка 1-ой звезды ТГ)
(Перегрузка 2-ой звезды ТГ)",Неисправность датчика или СУ преобразователем,"Повторно собрать схему тяги, следовать на более низких позициях. При повторном срабатывании выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).
Если рамыкатель не отключился, перевести секцию в ""Холостой ход""."
83,"В режиме ""Тяги""/""ЭДТ"" в УОИ сигнал о включеных/выключеных ОМ","Сброс нагрузки
(Переключение ОМ1)
(Переключение ОМ2)
(Переключение ОМ3)
(Переключение ОМ4)
(Переключение ОМ5)
(Переключение ОМ6)",ОМ переключен,"Переключение ОМ нужно производить только в режиме ""Холостого хода""."
83,"В режиме ""Тяги""/""ЭДТ"" в УОИ сигнал о включеных/выключеных ОМ","Сброс нагрузки
(Переключение ОМ1)
(Переключение ОМ2)
(Переключение ОМ3)
(Переключение ОМ4)
(Переключение ОМ5)
(Переключение ОМ6)",Обрыв/неисправность проводов к ОМ,"Переключение ОМ нужно производить только в режиме ""Холостого хода""."
83,"В режиме ""Тяги""/""ЭДТ"" в УОИ сигнал о включеных/выключеных ОМ","Сброс нагрузки
(Переключение ОМ1)
(Переключение ОМ2)
(Переключение ОМ3)
(Переключение ОМ4)
(Переключение ОМ5)
(Переключение ОМ6)",Неисправность платы БОДД (ПВДД) УОИ,"Переключение ОМ нужно производить только в режиме ""Холостого хода""."
84,В преобразователе разница фазных токов больше нормы,"Снятие/запрет схемы тяги
(Перекос токов 1-ой звезды ТГ)
(Перекос токов 2-ой звезды ТГ)",Неисправность выпрямителя,"Повторно собрать схему тяги. При повторном срабатывании выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).
Если рамыкатель не отключился, перевести секцию в режим ""Холостой ход""."
84,В преобразователе разница фазных токов больше нормы,"Снятие/запрет схемы тяги
(Перекос токов 1-ой звезды ТГ)
(Перекос токов 2-ой звезды ТГ)",Ложное срабатывание,"Повторно собрать схему тяги. При повторном срабатывании выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).
Если рамыкатель не отключился, перевести секцию в режим ""Холостой ход""."
84,В преобразователе разница фазных токов больше нормы,"Снятие/запрет схемы тяги
(Перекос токов 1-ой звезды ТГ)
(Перекос токов 2-ой звезды ТГ)",Неисправность датчика или СУ преобразователем,"Повторно собрать схему тяги. При повторном срабатывании выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).
Если рамыкатель не отключился, перевести секцию в режим ""Холостой ход""."
85,"Скорость в режиме ""Тяга"" превысила 125 км/ч","Сброс нагрузки
(Превышение конструкционной скорости)",Реальное превышение скорости,"Если ложное, то проверь тяговые преобразователи (кадр 3). Поочередным отключением ОМ определи неисправный ДЧВ или отключи все три ОМ."
85,"Скорость в режиме ""Тяга"" превысила 125 км/ч","Сброс нагрузки
(Превышение конструкционной скорости)",Неисправность датчиков частоты вращения ТЭД,"Если ложное, то проверь тяговые преобразователи (кадр 3). Поочередным отключением ОМ определи неисправный ДЧВ или отключи все три ОМ."
85,"Скорость в режиме ""Тяга"" превысила 125 км/ч","Сброс нагрузки
(Превышение конструкционной скорости)",Неисправность САУ ТП,"Если ложное, то проверь тяговые преобразователи (кадр 3). Поочередным отключением ОМ определи неисправный ДЧВ или отключи все три ОМ."
86,В преобразователе измерена скорость более 120 км/ч,"Снятие/запрет схемы тяги
(Превышение скорости тележкой 1)
(Превышение скорости тележкой 2)",Сбои ДЧВ,"Если ложное, то проверь тяговые преобразователи (кадр 3). Поочередным отключением ОМ определи неисправный ДЧВ, или отключи все три ОМ, проверить отключение размыкателя в ТП (кадр 3).
Если размыкатель не отключился, перевести секцию в ""Холостой ход""."
87,В преобразователе ток на корпус больше нормы,"Снятие/запрет схемы тяги
(РЗ по 1-ой тележке)
(РЗ по 2-ой тележке)",Низкое сопротивление силовой цепи,"Повторно собрать схему тяги. Поочередным отключением ОМ определить неисправный ТЭД. Если не помогает, то выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр N 3).
Если размыкатель не отключился, перевести секцию в ""Холостой ход""."
87,В преобразователе ток на корпус больше нормы,"Снятие/запрет схемы тяги
(РЗ по 1-ой тележке)
(РЗ по 2-ой тележке)",Ложное срабатывание,"Повторно собрать схему тяги. Поочередным отключением ОМ определить неисправный ТЭД. Если не помогает, то выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр N 3).
Если размыкатель не отключился, перевести секцию в ""Холостой ход""."
87,В преобразователе ток на корпус больше нормы,"Снятие/запрет схемы тяги
(РЗ по 1-ой тележке)
(РЗ по 2-ой тележке)",Неисправность датчика или СУ преобразователем,"Повторно собрать схему тяги. Поочередным отключением ОМ определить неисправный ТЭД. Если не помогает, то выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр N 3).
Если размыкатель не отключился, перевести секцию в ""Холостой ход""."
88,В преобразователе сбой в работе САУ ТП,"Снятие/запрет схемы тяги
(Сбой в САУ ТП1)
(Сбой в САУ ТП2)",Низкое напряжение на САУ,"Запуск дизеля производить ТОЛЬКО при отключенных автоматах питания ТП. Переключить автомат питания ТП (с выдержкой не менее 5 с). При повторном срабатывании выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).
Если рамыкатель не отключился, перевести секцию в ""Холостой ход""."
88,В преобразователе сбой в работе САУ ТП,"Снятие/запрет схемы тяги
(Сбой в САУ ТП1)
(Сбой в САУ ТП2)",Ложное срабатывание,"Запуск дизеля производить ТОЛЬКО при отключенных автоматах питания ТП. Переключить автомат питания ТП (с выдержкой не менее 5 с). При повторном срабатывании выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).
Если рамыкатель не отключился, перевести секцию в ""Холостой ход""."
88,В преобразователе сбой в работе САУ ТП,"Снятие/запрет схемы тяги
(Сбой в САУ ТП1)
(Сбой в САУ ТП2)",Неисправность датчика или СУ преобразователем,"Запуск дизеля производить ТОЛЬКО при отключенных автоматах питания ТП. Переключить автомат питания ТП (с выдержкой не менее 5 с). При повторном срабатывании выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).
Если рамыкатель не отключился, перевести секцию в ""Холостой ход""."
89,"В УОИ сигнал о давлении масла с датчика ВР1 меньше 2,5 кг/см2 в режиме ""Тяги"" при оборотах дизеля более 910 об/мин","Сброс нагрузки
(Сброс нагрузки малое давление масла)",Давление меньше нормы,"Проверить уровень масла, сравнить показания датчиков давления масла на входе и выходе дизеля (кадр Дизель, Масляная система). Проверить состояние разъема датчика.
При неисправности датчика давления масла допускается заменить на датчик давления топлива."
89,"В УОИ сигнал о давлении масла с датчика ВР1 меньше 2,5 кг/см2 в режиме ""Тяги"" при оборотах дизеля более 910 об/мин","Сброс нагрузки
(Сброс нагрузки малое давление масла)",Обрыв проводов к датчику,"Проверить уровень масла, сравнить показания датчиков давления масла на входе и выходе дизеля (кадр Дизель, Масляная система). Проверить состояние разъема датчика.
При неисправности датчика давления масла допускается заменить на датчик давления топлива."
89,"В УОИ сигнал о давлении масла с датчика ВР1 меньше 2,5 кг/см2 в режиме ""Тяги"" при оборотах дизеля более 910 об/мин","Сброс нагрузки
(Сброс нагрузки малое давление масла)",Неисправен датчик,"Проверить уровень масла, сравнить показания датчиков давления масла на входе и выходе дизеля (кадр Дизель, Масляная система). Проверить состояние разъема датчика.
При неисправности датчика давления масла допускается заменить на датчик давления топлива."
89,"В УОИ сигнал о давлении масла с датчика ВР1 меньше 2,5 кг/см2 в режиме ""Тяги"" при оборотах дизеля более 910 об/мин","Сброс нагрузки
(Сброс нагрузки малое давление масла)",Неисправна плата БОАД/ ПВАД/ БПД1 УОИ,"Проверить уровень масла, сравнить показания датчиков давления масла на входе и выходе дизеля (кадр Дизель, Масляная система). Проверить состояние разъема датчика.
При неисправности датчика давления масла допускается заменить на датчик давления топлива."
90,Наличие в УОИ сигнала от ТИ температуре воды более 105°С,"Сброс нагрузки
(Сброс нагрузки по перегреву ВОДЫ)",Температура больше указанного значения,"Проверить положение тумблера ""управление холодильником"", проверить наличие воды, открытие жалюзи, работу мотор-вентиляторов (Кадр 4). При неисправности преобразователя частоты - перейти на резервную схему.
Нагружение возможно после охлаждение дизеля."
90,Наличие в УОИ сигнала от ТИ температуре воды более 105°С,"Сброс нагрузки
(Сброс нагрузки по перегреву ВОДЫ)",Неисправен датчик,"Проверить положение тумблера ""управление холодильником"", проверить наличие воды, открытие жалюзи, работу мотор-вентиляторов (Кадр 4). При неисправности преобразователя частоты - перейти на резервную схему.
Нагружение возможно после охлаждение дизеля."
90,Наличие в УОИ сигнала от ТИ температуре воды более 105°С,"Сброс нагрузки
(Сброс нагрузки по перегреву ВОДЫ)",Неисправен ТИ,"Проверить положение тумблера ""управление холодильником"", проверить наличие воды, открытие жалюзи, работу мотор-вентиляторов (Кадр 4). При неисправности преобразователя частоты - перейти на резервную схему.
Нагружение возможно после охлаждение дизеля."
91,Наличие в УОИ сигнала от ТИ о температуре масла более 87°C,"Сброс нагрузки
(Сброс нагрузки по перегреву МАСЛА)",Температура больше указанного значения,"Проверить положение тумблера ""управление холодильником"", проверить наличие воды, открытие жалюзи, работу мотор-вентиляторов (Кадр 4). При неисправности преобразователя частоты (А5 или А6) - перейти на резервную схему.
Нагружение возможно после охлаждение дизеля."
91,Наличие в УОИ сигнала от ТИ о температуре масла более 87°C,"Сброс нагрузки
(Сброс нагрузки по перегреву МАСЛА)",Неисправен датчик,"Проверить положение тумблера ""управление холодильником"", проверить наличие воды, открытие жалюзи, работу мотор-вентиляторов (Кадр 4). При неисправности преобразователя частоты (А5 или А6) - перейти на резервную схему.
Нагружение возможно после охлаждение дизеля."
91,Наличие в УОИ сигнала от ТИ о температуре масла более 87°C,"Сброс нагрузки
(Сброс нагрузки по перегреву МАСЛА)",Неисправен ТИ,"Проверить положение тумблера ""управление холодильником"", проверить наличие воды, открытие жалюзи, работу мотор-вентиляторов (Кадр 4). При неисправности преобразователя частоты (А5 или А6) - перейти на резервную схему.
Нагружение возможно после охлаждение дизеля."
92,"В УОИ сигнал о срабатывании реле защиты от перенапряжения вспомогательного генератора. Должен быть выбит автомат QF1, а автомат QF6 остаться включенным. Срабатывает при напряжении ВГ > 540 В","Снятие/запрет возбуждения ТА
(Сработало реле защиты вспом. генератора)",Было перенапряжение и сработало реле,"Проверить состояние автоматов QF1 и QF6. При необходимости взвести, проверить наличие возбуждения. При повторном срабатывании секцию - в ""Холостой ход"".
Контролировать температуру теплоносителей дизеля."
92,"В УОИ сигнал о срабатывании реле защиты от перенапряжения вспомогательного генератора. Должен быть выбит автомат QF1, а автомат QF6 остаться включенным. Срабатывает при напряжении ВГ > 540 В","Снятие/запрет возбуждения ТА
(Сработало реле защиты вспом. генератора)",Ложное срабатывание реле,"Проверить состояние автоматов QF1 и QF6. При необходимости взвести, проверить наличие возбуждения. При повторном срабатывании секцию - в ""Холостой ход"".
Контролировать температуру теплоносителей дизеля."
92,"В УОИ сигнал о срабатывании реле защиты от перенапряжения вспомогательного генератора. Должен быть выбит автомат QF1, а автомат QF6 остаться включенным. Срабатывает при напряжении ВГ > 540 В","Снятие/запрет возбуждения ТА
(Сработало реле защиты вспом. генератора)",Кратковременное появление +110В на УОИ,"Проверить состояние автоматов QF1 и QF6. При необходимости взвести, проверить наличие возбуждения. При повторном срабатывании секцию - в ""Холостой ход"".
Контролировать температуру теплоносителей дизеля."
92,"В УОИ сигнал о срабатывании реле защиты от перенапряжения вспомогательного генератора. Должен быть выбит автомат QF1, а автомат QF6 остаться включенным. Срабатывает при напряжении ВГ > 540 В","Снятие/запрет возбуждения ТА
(Сработало реле защиты вспом. генератора)",Неисправность платы БОДД (ПВДД) УОИ,"Проверить состояние автоматов QF1 и QF6. При необходимости взвести, проверить наличие возбуждения. При повторном срабатывании секцию - в ""Холостой ход"".
Контролировать температуру теплоносителей дизеля."
93,В УОИ сигнал от системы впрыска об остановкаке дизеля из-за низкого давления масла,"Переход в ""остановка""
(Стоп дизеля малое давление масла)",Было низкое давление,"Проверить уровень масла, сравнить показания датчиков давления масла на входе и выходе дизеля (кадр Дизель, Масляная система).
Допускается запуск дизеля, при повторном срабатывании защиты перевести секцию в ""Холостой ход""."
93,В УОИ сигнал от системы впрыска об остановкаке дизеля из-за низкого давления масла,"Переход в ""остановка""
(Стоп дизеля малое давление масла)",Неисправность системы впрыска,"Проверить уровень масла, сравнить показания датчиков давления масла на входе и выходе дизеля (кадр Дизель, Масляная система).
Допускается запуск дизеля, при повторном срабатывании защиты перевести секцию в ""Холостой ход""."
94,В УОИ сигнал от системы впрыска об остановкаке дизеля из-за превышения оборотов,"Переход в ""остановка""
(Стоп дизеля - превышение оборотов)",Было превышение оборотов,"Проверить состояние механического предельного выключателя дизеля и воздушной захлопки. Допускается запуск дизеля, при повторном срабатывании защиты перевести секцию в ""Холостой ход""."
94,В УОИ сигнал от системы впрыска об остановкаке дизеля из-за превышения оборотов,"Переход в ""остановка""
(Стоп дизеля - превышение оборотов)",Неисправность системы впрыска,"Проверить состояние механического предельного выключателя дизеля и воздушной захлопки. Допускается запуск дизеля, при повторном срабатывании защиты перевести секцию в ""Холостой ход""."
95,В преобразователь задано движения в другую сторону при скорости более 3 км/ч,"Снятие/запрет схемы тяги
(Тележка 1 едет в другую сторону)
(Тележка 2 едет в другую сторону)",Задано машинистом,Возможно при скатывании со скоростью более 3 км/ч. Перед началом движения произвести остановку локомотива.
95,В преобразователь задано движения в другую сторону при скорости более 3 км/ч,"Снятие/запрет схемы тяги
(Тележка 1 едет в другую сторону)
(Тележка 2 едет в другую сторону)",Ошибка программы,Возможно при скатывании со скоростью более 3 км/ч. Перед началом движения произвести остановку локомотива.
96,Наличие в УОИ сигнала от ТИ о температуре воды более 100°C,"Предупреждение!
(Температура воды более 100°C)",Температура больше указанного значения,"Проверить положение тумблера ""управление холодильником"", проверить наличие воды, открытие жалюзи, работу мотор-вентиляторов (Кадр 4).
При неисправности преобразователя частоты - перейти на резервную схему."
96,Наличие в УОИ сигнала от ТИ о температуре воды более 100°C,"Предупреждение!
(Температура воды более 100°C)",Неисправен датчик,"Проверить положение тумблера ""управление холодильником"", проверить наличие воды, открытие жалюзи, работу мотор-вентиляторов (Кадр 4).
При неисправности преобразователя частоты - перейти на резервную схему."
96,Наличие в УОИ сигнала от ТИ о температуре воды более 100°C,"Предупреждение!
(Температура воды более 100°C)",Неисправен ТИ,"Проверить положение тумблера ""управление холодильником"", проверить наличие воды, открытие жалюзи, работу мотор-вентиляторов (Кадр 4).
При неисправности преобразователя частоты - перейти на резервную схему."
97,Наличие в УОИ сигнала от ТИ о температуре масла более 85°C,"Предупреждение!
(Температура масла более 85°C)",Температура больше указанного значения,"Проверить положение тумблера ""управление холодильником"", проверить наличие воды, открытие жалюзи, работу мотор-вентиляторов (Кадр 4).
При неисправности преобразователя частоты (А5 или А6) - перейти на резервную схему."
97,Наличие в УОИ сигнала от ТИ о температуре масла более 85°C,"Предупреждение!
(Температура масла более 85°C)",Неисправен датчик,"Проверить положение тумблера ""управление холодильником"", проверить наличие воды, открытие жалюзи, работу мотор-вентиляторов (Кадр 4).
При неисправности преобразователя частоты (А5 или А6) - перейти на резервную схему."
97,Наличие в УОИ сигнала от ТИ о температуре масла более 85°C,"Предупреждение!
(Температура масла более 85°C)",Неисправен ТИ,"Проверить положение тумблера ""управление холодильником"", проверить наличие воды, открытие жалюзи, работу мотор-вентиляторов (Кадр 4).
При неисправности преобразователя частоты (А5 или А6) - перейти на резервную схему."
97,"Температура, измеренная температурным измерителем превышает 150°С (Каналы обмоток генераторов 180°С)","Предупреждение!
(Температурный измеритель ИТ1 зашкаливает)
(Температурный измеритель ИТ2 зашкаливает)",Неисправность температурного измерителя,"Перезагрузи МПСУ. Проверь работу САРТ дизеля (кадр 4), если ложно повышены температуры, то перейти на ручное управление, контроль за температурой по другой секции."
97,"Температура, измеренная температурным измерителем превышает 150°С (Каналы обмоток генераторов 180°С)","Предупреждение!
(Температурный измеритель ИТ1 зашкаливает)
(Температурный измеритель ИТ2 зашкаливает)",Неисправность датчиков температуры (ТСМ) или проводов к ним.,"Перезагрузи МПСУ. Проверь работу САРТ дизеля (кадр 4), если ложно повышены температуры, то перейти на ручное управление, контроль за температурой по другой секции."
98,В УОИ сигнал о токе возбуждения вспомогательного генератора более 200 А,"Сброс нагрузки, снятие возбуждения ТГ и ВГ
(Ток возбуждения вспом. генератора великоват)",Неисправна система возбуждения,"Следовать на более низких позициях или перевести секцию в ""Холостой ход""."
98,В УОИ сигнал о токе возбуждения вспомогательного генератора более 200 А,"Сброс нагрузки, снятие возбуждения ТГ и ВГ
(Ток возбуждения вспом. генератора великоват)",Неисправность проводов к датчику тока (ПИНТ),"Следовать на более низких позициях или перевести секцию в ""Холостой ход""."
98,В УОИ сигнал о токе возбуждения вспомогательного генератора более 200 А,"Сброс нагрузки, снятие возбуждения ТГ и ВГ
(Ток возбуждения вспом. генератора великоват)",Неисправен датчик тока (ПИНТ),"Следовать на более низких позициях или перевести секцию в ""Холостой ход""."
98,В УОИ сигнал о токе возбуждения вспомогательного генератора более 200 А,"Сброс нагрузки, снятие возбуждения ТГ и ВГ
(Ток возбуждения вспом. генератора великоват)",Неисправна плата БОАД УОИ,"Следовать на более низких позициях или перевести секцию в ""Холостой ход""."
99,В УОИ сигнал о токе возбуждения тягового генератора более 200 А,"Сброс нагрузки
(Ток возбуждения тягового генератора великоват)",Неисправна система возбуждения,"Следовать на более низких позициях или перевести секцию в ""Холостой ход""."
99,В УОИ сигнал о токе возбуждения тягового генератора более 200 А,"Сброс нагрузки
(Ток возбуждения тягового генератора великоват)",Неисправность проводов к датчику тока (ПИНТ),"Следовать на более низких позициях или перевести секцию в ""Холостой ход""."
99,В УОИ сигнал о токе возбуждения тягового генератора более 200 А,"Сброс нагрузки
(Ток возбуждения тягового генератора великоват)",Неисправен датчик тока (ПИНТ),"Следовать на более низких позициях или перевести секцию в ""Холостой ход""."
99,В УОИ сигнал о токе возбуждения тягового генератора более 200 А,"Сброс нагрузки
(Ток возбуждения тягового генератора великоват)",Неисправна плата БОАД УОИ,"Следовать на более низких позициях или перевести секцию в ""Холостой ход""."
100,В УОИ сигнал о токе мотор-компрессора более 440А,"Отключение компрессора и не включение до перезапуска дизеля.
(Ток двигателя компрессора великоват)",Неисправен БК,Возможно появление при низкой температуре масла компрессора. Переключи автомат АМК - будет произведен повторный запуск. Допустимо 3-4 раза для прогрева масла. Если не помогает - отключи компрессор автоматом АМК.
100,В УОИ сигнал о токе мотор-компрессора более 440А,"Отключение компрессора и не включение до перезапуска дизеля.
(Ток двигателя компрессора великоват)",Неисправен датчик тока (ПИНТ),Возможно появление при низкой температуре масла компрессора. Переключи автомат АМК - будет произведен повторный запуск. Допустимо 3-4 раза для прогрева масла. Если не помогает - отключи компрессор автоматом АМК.
100,В УОИ сигнал о токе мотор-компрессора более 440А,"Отключение компрессора и не включение до перезапуска дизеля.
(Ток двигателя компрессора великоват)",Неисправна плата БОАД/ ПВАД/ БПД1 УОИ,Возможно появление при низкой температуре масла компрессора. Переключи автомат АМК - будет произведен повторный запуск. Допустимо 3-4 раза для прогрева масла. Если не помогает - отключи компрессор автоматом АМК.
101,В преобразователе сигнал о резком изменении скорости,"Снятие/запрет схемы тяги
(Ускорение ТЭД1 > max)
(Ускорение ТЭД2 > max)
(Ускорение ТЭД3 > max)
(Ускорение ТЭД4 > max)
(Ускорение ТЭД5 > max)
(Ускорение ТЭД6 > max)",Резкое боксование/юз,Повторно собрать схему тяги. При повторном срабатывании выключить ОМ1.
101,В преобразователе сигнал о резком изменении скорости,"Снятие/запрет схемы тяги
(Ускорение ТЭД1 > max)
(Ускорение ТЭД2 > max)
(Ускорение ТЭД3 > max)
(Ускорение ТЭД4 > max)
(Ускорение ТЭД5 > max)
(Ускорение ТЭД6 > max)",Сбои с ДЧВ,Повторно собрать схему тяги. При повторном срабатывании выключить ОМ1.
102,"Скорость локомотива менее 15 км/ч или авария в режиме ""ЭДТ""","Переход из ""ЭДТ"" в ""Замещение""
(ЭДТ не эффективен (замещение на пневмотормоз))","Скорость локомотива менее 15 км/ч или авария в режиме ""ЭДТ""",Скорость менее 15 км/ч или сработала защита по ТП1 или ТП2.
103,В преобразователе тормозной ток от ТЭД меньше нормы,"Снятие/запрет схемы тяги
(Iторм ТЭД1 < min)
(Iторм ТЭД2 < min)
(Iторм ТЭД3 < min)
(Iторм ТЭД4 < min)
(Iторм ТЭД5 < min)
(Iторм ТЭД6 < min)",Обрыв резистора ЭДТ,"Запрет пользования ЭДТ. При повторном срабатывании выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).
Если размыкатель не отключился, перевести секцию в ""Холостой ход""."
103,В преобразователе тормозной ток от ТЭД меньше нормы,"Снятие/запрет схемы тяги
(Iторм ТЭД1 < min)
(Iторм ТЭД2 < min)
(Iторм ТЭД3 < min)
(Iторм ТЭД4 < min)
(Iторм ТЭД5 < min)
(Iторм ТЭД6 < min)",Ложное срабатывание,"Запрет пользования ЭДТ. При повторном срабатывании выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).
Если размыкатель не отключился, перевести секцию в ""Холостой ход""."
